year,year_range,name,county_subdivision,county,state,gini,moe,source
2017,2013–2017,"Vienna town, Kennebec County, Maine",79025,011,23,0.3748,0.0453,ACS 5-year 2017 (B19083)
2017,2013–2017,"Belgrade town, Kennebec County, Maine",04020,011,23,0.3369,0.0388,ACS 5-year 2017 (B19083)
2017,2013–2017,"Benton town, Kennebec County, Maine",04475,011,23,0.3692,0.0349,ACS 5-year 2017 (B19083)
2017,2013–2017,"Farmingdale town, Kennebec County, Maine",24670,011,23,0.4543,0.0516,ACS 5-year 2017 (B19083)
2017,2013–2017,"Manchester town, Kennebec County, Maine",43080,011,23,0.4576,0.0394,ACS 5-year 2017 (B19083)
2017,2013–2017,"Monmouth town, Kennebec County, Maine",46405,011,23,0.3911,0.0425,ACS 5-year 2017 (B19083)
2017,2013–2017,"West Gardiner town, Kennebec County, Maine",82945,011,23,0.3163,0.0401,ACS 5-year 2017 (B19083)
2017,2013–2017,"Windsor town, Kennebec County, Maine",86165,011,23,0.3843,0.0543,ACS 5-year 2017 (B19083)
2017,2013–2017,"Oakland town, Kennebec County, Maine",54560,011,23,0.4540,0.0436,ACS 5-year 2017 (B19083)
2017,2013–2017,"Unity UT, Kennebec County, Maine",78190,011,23,0.3585,0.1169,ACS 5-year 2017 (B19083)
2017,2013–2017,"Rome town, Kennebec County, Maine",63835,011,23,0.4658,0.0452,ACS 5-year 2017 (B19083)
2017,2013–2017,"Winthrop town, Kennebec County, Maine",86970,011,23,0.3966,0.0378,ACS 5-year 2017 (B19083)
2017,2013–2017,"China town, Kennebec County, Maine",12735,011,23,0.3861,0.0380,ACS 5-year 2017 (B19083)
2017,2013–2017,"Fayette town, Kennebec County, Maine",24950,011,23,0.3639,0.0436,ACS 5-year 2017 (B19083)
2017,2013–2017,"Readfield town, Kennebec County, Maine",62190,011,23,0.4152,0.0643,ACS 5-year 2017 (B19083)
2017,2013–2017,"Vassalboro town, Kennebec County, Maine",78745,011,23,0.3844,0.0401,ACS 5-year 2017 (B19083)
2017,2013–2017,"Waterville city, Kennebec County, Maine",80740,011,23,0.5111,0.0450,ACS 5-year 2017 (B19083)
2017,2013–2017,"Mount Vernon town, Kennebec County, Maine",47770,011,23,0.3860,0.0344,ACS 5-year 2017 (B19083)
2017,2013–2017,"Weld town, Franklin County, Maine",81300,007,23,0.4087,0.0452,ACS 5-year 2017 (B19083)
2017,2013–2017,"Phillips town, Franklin County, Maine",58445,007,23,0.3902,0.0314,ACS 5-year 2017 (B19083)
2017,2013–2017,"Rangeley plantation, Franklin County, Maine",61875,007,23,0.4253,0.0558,ACS 5-year 2017 (B19083)
2017,2013–2017,"Temple town, Franklin County, Maine",75980,007,23,0.4367,0.0375,ACS 5-year 2017 (B19083)
2017,2013–2017,"Chesterville town, Franklin County, Maine",12595,007,23,0.3900,0.0438,ACS 5-year 2017 (B19083)
2017,2013–2017,"Coplin plantation, Franklin County, Maine",14205,007,23,0.3579,0.0897,ACS 5-year 2017 (B19083)
2017,2013–2017,"Industry town, Franklin County, Maine",34820,007,23,0.3965,0.0379,ACS 5-year 2017 (B19083)
2017,2013–2017,"Jay town, Franklin County, Maine",35625,007,23,0.3355,0.0374,ACS 5-year 2017 (B19083)
2017,2013–2017,"Wyman UT, Franklin County, Maine",87680,007,23,0.3016,0.1000,ACS 5-year 2017 (B19083)
2017,2013–2017,"Lee town, Penobscot County, Maine",38530,019,23,0.4265,0.0461,ACS 5-year 2017 (B19083)
2017,2013–2017,"Hudson town, Penobscot County, Maine",34365,019,23,0.3858,0.0394,ACS 5-year 2017 (B19083)
2017,2013–2017,"Hampden town, Penobscot County, Maine",30795,019,23,0.3918,0.0466,ACS 5-year 2017 (B19083)
2017,2013–2017,"Lincoln town, Penobscot County, Maine",39475,019,23,0.4876,0.1051,ACS 5-year 2017 (B19083)
2017,2013–2017,"Millinocket town, Penobscot County, Maine",45810,019,23,0.4899,0.0994,ACS 5-year 2017 (B19083)
2017,2013–2017,"Orono town, Penobscot County, Maine",55565,019,23,0.4989,0.0298,ACS 5-year 2017 (B19083)
2017,2013–2017,"Veazie town, Penobscot County, Maine",78780,019,23,0.5083,0.0751,ACS 5-year 2017 (B19083)
2017,2013–2017,"Whitney UT, Penobscot County, Maine",85230,019,23,-666666666.0000,-222222222.0000,ACS 5-year 2017 (B19083)
2017,2013–2017,"North Penobscot UT, Penobscot County, Maine",52710,019,23,0.4210,0.0582,ACS 5-year 2017 (B19083)
2017,2013–2017,"Prentiss UT, Penobscot County, Maine",60790,019,23,0.3642,0.1153,ACS 5-year 2017 (B19083)
2017,2013–2017,"Winn town, Penobscot County, Maine",86305,019,23,0.3781,0.0551,ACS 5-year 2017 (B19083)
2017,2013–2017,"Alton town, Penobscot County, Maine",01115,019,23,0.3852,0.0555,ACS 5-year 2017 (B19083)
2017,2013–2017,"Bangor city, Penobscot County, Maine",02795,019,23,0.4948,0.0224,ACS 5-year 2017 (B19083)
2017,2013–2017,"Drew plantation, Penobscot County, Maine",18580,019,23,0.3786,0.1871,ACS 5-year 2017 (B19083)
2017,2013–2017,"Edinburg town, Penobscot County, Maine",22710,019,23,0.3473,0.0652,ACS 5-year 2017 (B19083)
2017,2013–2017,"Enfield town, Penobscot County, Maine",23620,019,23,0.3984,0.0542,ACS 5-year 2017 (B19083)
2017,2013–2017,"Howland town, Penobscot County, Maine",34190,019,23,0.4211,0.0473,ACS 5-year 2017 (B19083)
2017,2013–2017,"Greenbush town, Penobscot County, Maine",29185,019,23,0.4731,0.0913,ACS 5-year 2017 (B19083)
2017,2013–2017,"Etna town, Penobscot County, Maine",23865,019,23,0.3881,0.0495,ACS 5-year 2017 (B19083)
2017,2013–2017,"Exeter town, Penobscot County, Maine",24110,019,23,0.3908,0.0279,ACS 5-year 2017 (B19083)
2017,2013–2017,"Patten town, Penobscot County, Maine",57150,019,23,0.4152,0.0639,ACS 5-year 2017 (B19083)
2017,2013–2017,"Plymouth town, Penobscot County, Maine",59950,019,23,0.4113,0.0787,ACS 5-year 2017 (B19083)
2017,2013–2017,"Webster plantation, Penobscot County, Maine",81055,019,23,0.4501,0.1311,ACS 5-year 2017 (B19083)
2017,2013–2017,"Holden town, Penobscot County, Maine",33490,019,23,0.4177,0.0540,ACS 5-year 2017 (B19083)
2017,2013–2017,"Lagrange town, Penobscot County, Maine",37760,019,23,0.4002,0.0424,ACS 5-year 2017 (B19083)
2017,2013–2017,"Mattawamkeag town, Penobscot County, Maine",44270,019,23,0.4190,0.0342,ACS 5-year 2017 (B19083)
2017,2013–2017,"Bradford town, Penobscot County, Maine",06575,019,23,0.3757,0.0375,ACS 5-year 2017 (B19083)
2017,2013–2017,"Eddington town, Penobscot County, Maine",22535,019,23,0.3763,0.0369,ACS 5-year 2017 (B19083)
2017,2013–2017,"Dixmont town, Penobscot County, Maine",17950,019,23,0.3769,0.0392,ACS 5-year 2017 (B19083)
2017,2013–2017,"Albion town, Kennebec County, Maine",00590,011,23,0.3999,0.0276,ACS 5-year 2017 (B19083)
2017,2013–2017,"East Central Penobscot UT, Penobscot County, Maine",19868,019,23,0.3193,0.0553,ACS 5-year 2017 (B19083)
2017,2013–2017,"East Millinocket town, Penobscot County, Maine",21030,019,23,0.4383,0.0318,ACS 5-year 2017 (B19083)
2017,2013–2017,"Hermon town, Penobscot County, Maine",32510,019,23,0.3205,0.0383,ACS 5-year 2017 (B19083)
2017,2013–2017,"Levant town, Penobscot County, Maine",38705,019,23,0.3599,0.0460,ACS 5-year 2017 (B19083)
2017,2013–2017,"Maxfield town, Penobscot County, Maine",44340,019,23,0.2483,0.0960,ACS 5-year 2017 (B19083)
2017,2013–2017,"Medway town, Penobscot County, Maine",45005,019,23,0.3813,0.0464,ACS 5-year 2017 (B19083)
2017,2013–2017,"Old Town city, Penobscot County, Maine",55225,019,23,0.4853,0.0474,ACS 5-year 2017 (B19083)
2017,2013–2017,"Glenburn town, Penobscot County, Maine",27645,019,23,0.3871,0.0445,ACS 5-year 2017 (B19083)
2017,2013–2017,"Milford town, Penobscot County, Maine",45670,019,23,0.3448,0.0479,ACS 5-year 2017 (B19083)
2017,2013–2017,"Farmington town, Franklin County, Maine",24775,007,23,0.4629,0.0510,ACS 5-year 2017 (B19083)
2017,2013–2017,"Sandy River plantation, Franklin County, Maine",65655,007,23,0.2885,0.0860,ACS 5-year 2017 (B19083)
2017,2013–2017,"Strong town, Franklin County, Maine",74825,007,23,0.4090,0.0378,ACS 5-year 2017 (B19083)
2017,2013–2017,"Rangeley town, Franklin County, Maine",61840,007,23,0.4500,0.0552,ACS 5-year 2017 (B19083)
2017,2013–2017,"Avon town, Franklin County, Maine",02235,007,23,0.4239,0.0579,ACS 5-year 2017 (B19083)
2017,2013–2017,"Carrabassett Valley town, Franklin County, Maine",10740,007,23,0.4429,0.0797,ACS 5-year 2017 (B19083)
2017,2013–2017,"West Central Franklin UT, Franklin County, Maine",82235,007,23,-666666666.0000,-222222222.0000,ACS 5-year 2017 (B19083)
2017,2013–2017,"Wilton town, Franklin County, Maine",85850,007,23,0.4358,0.0413,ACS 5-year 2017 (B19083)
2017,2013–2017,"Dallas plantation, Franklin County, Maine",16165,007,23,0.3669,0.0608,ACS 5-year 2017 (B19083)
2017,2013–2017,"Kingfield town, Franklin County, Maine",37025,007,23,0.3663,0.0383,ACS 5-year 2017 (B19083)
2017,2013–2017,"New Sharon town, Franklin County, Maine",49345,007,23,0.3642,0.0336,ACS 5-year 2017 (B19083)
2017,2013–2017,"Carthage town, Franklin County, Maine",10915,007,23,0.4330,0.0689,ACS 5-year 2017 (B19083)
2017,2013–2017,"East Central Franklin UT, Franklin County, Maine",19865,007,23,0.4194,0.0603,ACS 5-year 2017 (B19083)
2017,2013–2017,"North Franklin UT, Franklin County, Maine",51400,007,23,0.1761,0.2122,ACS 5-year 2017 (B19083)
2017,2013–2017,"South Franklin UT, Franklin County, Maine",70760,007,23,0.3000,0.1186,ACS 5-year 2017 (B19083)
2017,2013–2017,"Eustis town, Franklin County, Maine",24005,007,23,0.4731,0.0544,ACS 5-year 2017 (B19083)
2017,2013–2017,"New Vineyard town, Franklin County, Maine",49520,007,23,0.4851,0.0514,ACS 5-year 2017 (B19083)
2017,2013–2017,"Bingham town, Somerset County, Maine",05000,025,23,0.4531,0.0473,ACS 5-year 2017 (B19083)
2017,2013–2017,"Caratunk town, Somerset County, Maine",10495,025,23,0.3337,0.1138,ACS 5-year 2017 (B19083)
2017,2013–2017,"Canaan town, Somerset County, Maine",09935,025,23,0.4026,0.0421,ACS 5-year 2017 (B19083)
2017,2013–2017,"Central Somerset UT, Somerset County, Maine",11820,025,23,0.5305,0.1206,ACS 5-year 2017 (B19083)
2017,2013–2017,"Moose River town, Somerset County, Maine",47140,025,23,0.4763,0.0778,ACS 5-year 2017 (B19083)
2017,2013–2017,"Pittsfield town, Somerset County, Maine",59005,025,23,0.4023,0.0412,ACS 5-year 2017 (B19083)
2017,2013–2017,"Detroit town, Somerset County, Maine",17460,025,23,0.4943,0.0760,ACS 5-year 2017 (B19083)
2017,2013–2017,"Athens town, Somerset County, Maine",01885,025,23,0.4207,0.0456,ACS 5-year 2017 (B19083)
2017,2013–2017,"Harmony town, Somerset County, Maine",31355,025,23,0.4303,0.0854,ACS 5-year 2017 (B19083)
2017,2013–2017,"Mercer town, Somerset County, Maine",45110,025,23,0.4633,0.1240,ACS 5-year 2017 (B19083)
2017,2013–2017,"Norridgewock town, Somerset County, Maine",49835,025,23,0.4064,0.0477,ACS 5-year 2017 (B19083)
2017,2013–2017,"Northeast Somerset UT, Somerset County, Maine",51114,025,23,0.4497,0.0648,ACS 5-year 2017 (B19083)
2017,2013–2017,"Ripley town, Somerset County, Maine",62995,025,23,0.3781,0.0614,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cornville town, Somerset County, Maine",14555,025,23,0.4323,0.0753,ACS 5-year 2017 (B19083)
2017,2013–2017,"Starks town, Somerset County, Maine",73845,025,23,0.3816,0.0493,ACS 5-year 2017 (B19083)
2017,2013–2017,"The Forks plantation, Somerset County, Maine",76190,025,23,0.3062,0.1500,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cambridge town, Somerset County, Maine",09655,025,23,0.4854,0.0757,ACS 5-year 2017 (B19083)
2017,2013–2017,"Highland plantation, Somerset County, Maine",32895,025,23,0.3380,0.1149,ACS 5-year 2017 (B19083)
2017,2013–2017,"Jackman town, Somerset County, Maine",35345,025,23,0.4064,0.0494,ACS 5-year 2017 (B19083)
2017,2013–2017,"Glenwood plantation, Aroostook County, Maine",27855,003,23,-666666666.0000,-222222222.0000,ACS 5-year 2017 (B19083)
2017,2013–2017,"Hamlin town, Aroostook County, Maine",30690,003,23,0.4718,0.0748,ACS 5-year 2017 (B19083)
2017,2013–2017,"Hammond town, Aroostook County, Maine",30725,003,23,0.3580,0.1048,ACS 5-year 2017 (B19083)
2017,2013–2017,"Limestone town, Aroostook County, Maine",39300,003,23,0.4032,0.0449,ACS 5-year 2017 (B19083)
2017,2013–2017,"New Limerick town, Aroostook County, Maine",48960,003,23,0.4167,0.1220,ACS 5-year 2017 (B19083)
2017,2013–2017,"Smyrna town, Aroostook County, Maine",69260,003,23,0.3591,0.0449,ACS 5-year 2017 (B19083)
2017,2013–2017,"Weston town, Aroostook County, Maine",83785,003,23,0.3891,0.0934,ACS 5-year 2017 (B19083)
2017,2013–2017,"Amity town, Aroostook County, Maine",01220,003,23,0.4494,0.2248,ACS 5-year 2017 (B19083)
2017,2013–2017,"Merrill town, Aroostook County, Maine",45180,003,23,0.4453,0.0711,ACS 5-year 2017 (B19083)
2017,2013–2017,"Orient town, Aroostook County, Maine",55435,003,23,0.6142,0.1247,ACS 5-year 2017 (B19083)
2017,2013–2017,"Westfield town, Aroostook County, Maine",82770,003,23,0.3906,0.0625,ACS 5-year 2017 (B19083)
2017,2013–2017,"Haynesville town, Aroostook County, Maine",32195,003,23,0.3606,0.0668,ACS 5-year 2017 (B19083)
2017,2013–2017,"Perham town, Aroostook County, Maine",58060,003,23,0.3261,0.0492,ACS 5-year 2017 (B19083)
2017,2013–2017,"St. John plantation, Aroostook County, Maine",65200,003,23,0.4805,0.0636,ACS 5-year 2017 (B19083)
2017,2013–2017,"Fort Kent town, Aroostook County, Maine",25755,003,23,0.4429,0.0393,ACS 5-year 2017 (B19083)
2017,2013–2017,"Moro plantation, Aroostook County, Maine",47175,003,23,0.0798,0.0512,ACS 5-year 2017 (B19083)
2017,2013–2017,"Caswell town, Aroostook County, Maine",11335,003,23,0.3999,0.0405,ACS 5-year 2017 (B19083)
2017,2013–2017,"Northwest Aroostook UT, Aroostook County, Maine",53602,003,23,0.1062,0.0996,ACS 5-year 2017 (B19083)
2017,2013–2017,"Beddington town, Washington County, Maine",03810,029,23,0.4980,0.0821,ACS 5-year 2017 (B19083)
2017,2013–2017,"Addison town, Washington County, Maine",00380,029,23,0.4969,0.0945,ACS 5-year 2017 (B19083)
2017,2013–2017,"Amherst town, Hancock County, Maine",01185,009,23,0.4092,0.0413,ACS 5-year 2017 (B19083)
2017,2013–2017,"Bucksport town, Hancock County, Maine",08815,009,23,0.5573,0.1139,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cranberry Isles town, Hancock County, Maine",14905,009,23,0.4626,0.0870,ACS 5-year 2017 (B19083)
2017,2013–2017,"Lamoine town, Hancock County, Maine",38180,009,23,0.4364,0.0363,ACS 5-year 2017 (B19083)
2017,2013–2017,"Penobscot town, Hancock County, Maine",57920,009,23,0.4028,0.0379,ACS 5-year 2017 (B19083)
2017,2013–2017,"Central Hancock UT, Hancock County, Maine",11800,009,23,0.2906,0.0917,ACS 5-year 2017 (B19083)
2017,2013–2017,"Winter Harbor town, Hancock County, Maine",86655,009,23,0.4234,0.0560,ACS 5-year 2017 (B19083)
2017,2013–2017,"Orland town, Hancock County, Maine",55505,009,23,0.3546,0.0328,ACS 5-year 2017 (B19083)
2017,2013–2017,"Waltham town, Hancock County, Maine",80040,009,23,0.3504,0.0543,ACS 5-year 2017 (B19083)
2017,2013–2017,"Southwest Harbor town, Hancock County, Maine",72865,009,23,0.3727,0.0354,ACS 5-year 2017 (B19083)
2017,2013–2017,"Winterville plantation, Aroostook County, Maine",86865,003,23,0.4967,0.0964,ACS 5-year 2017 (B19083)
2017,2013–2017,"Hersey town, Aroostook County, Maine",32685,003,23,0.4331,0.1261,ACS 5-year 2017 (B19083)
2017,2013–2017,"Ashland town, Aroostook County, Maine",01710,003,23,0.4004,0.0375,ACS 5-year 2017 (B19083)
2017,2013–2017,"Garfield plantation, Aroostook County, Maine",27120,003,23,0.3778,0.1207,ACS 5-year 2017 (B19083)
2017,2013–2017,"Linneus town, Aroostook County, Maine",39965,003,23,0.3766,0.0349,ACS 5-year 2017 (B19083)
2017,2013–2017,"New Canada town, Aroostook County, Maine",48575,003,23,0.4245,0.0576,ACS 5-year 2017 (B19083)
2017,2013–2017,"Square Lake UT, Aroostook County, Maine",73472,003,23,0.3829,0.0385,ACS 5-year 2017 (B19083)
2017,2013–2017,"Central Aroostook UT, Aroostook County, Maine",11785,003,23,0.3300,0.1157,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cyr plantation, Aroostook County, Maine",15990,003,23,0.4007,0.1295,ACS 5-year 2017 (B19083)
2017,2013–2017,"Frenchville town, Aroostook County, Maine",26735,003,23,0.3707,0.0474,ACS 5-year 2017 (B19083)
2017,2013–2017,"Madawaska town, Aroostook County, Maine",42520,003,23,0.3988,0.0323,ACS 5-year 2017 (B19083)
2017,2013–2017,"Mapleton town, Aroostook County, Maine",43255,003,23,0.4229,0.0393,ACS 5-year 2017 (B19083)
2017,2013–2017,"Mars Hill town, Aroostook County, Maine",43710,003,23,0.4943,0.0590,ACS 5-year 2017 (B19083)
2017,2013–2017,"Nashville plantation, Aroostook County, Maine",48120,003,23,0.2515,0.1844,ACS 5-year 2017 (B19083)
2017,2013–2017,"Oxbow plantation, Aroostook County, Maine",56205,003,23,0.1991,0.0787,ACS 5-year 2017 (B19083)
2017,2013–2017,"Crystal town, Aroostook County, Maine",15395,003,23,0.4228,0.0657,ACS 5-year 2017 (B19083)
2017,2013–2017,"Dyer Brook town, Aroostook County, Maine",19210,003,23,0.2836,0.0605,ACS 5-year 2017 (B19083)
2017,2013–2017,"Grand Isle town, Aroostook County, Maine",28590,003,23,0.4283,0.0434,ACS 5-year 2017 (B19083)
2017,2013–2017,"Monticello town, Aroostook County, Maine",46685,003,23,0.4666,0.0971,ACS 5-year 2017 (B19083)
2017,2013–2017,"Penobscot Indian Island Reservation, Aroostook County, Maine",57936,003,23,-666666666.0000,-222222222.0000,ACS 5-year 2017 (B19083)
2017,2013–2017,"St. Agatha town, Aroostook County, Maine",64780,003,23,0.4911,0.0753,ACS 5-year 2017 (B19083)
2017,2013–2017,"Stockholm town, Aroostook County, Maine",74405,003,23,0.4582,0.0572,ACS 5-year 2017 (B19083)
2017,2013–2017,"Wade town, Aroostook County, Maine",79270,003,23,0.3773,0.0621,ACS 5-year 2017 (B19083)
2017,2013–2017,"Wallagrass town, Aroostook County, Maine",79865,003,23,0.4047,0.0375,ACS 5-year 2017 (B19083)
2017,2013–2017,"Allagash town, Aroostook County, Maine",00800,003,23,0.4660,0.0621,ACS 5-year 2017 (B19083)
2017,2013–2017,"New Sweden town, Aroostook County, Maine",49415,003,23,0.4087,0.0553,ACS 5-year 2017 (B19083)
2017,2013–2017,"Island Falls town, Aroostook County, Maine",35065,003,23,0.4381,0.0483,ACS 5-year 2017 (B19083)
2017,2013–2017,"Littleton town, Aroostook County, Maine",40595,003,23,0.3838,0.0326,ACS 5-year 2017 (B19083)
2017,2013–2017,"Masardis town, Aroostook County, Maine",43990,003,23,0.3724,0.0672,ACS 5-year 2017 (B19083)
2017,2013–2017,"Portage Lake town, Aroostook County, Maine",60300,003,23,0.3845,0.0377,ACS 5-year 2017 (B19083)
2017,2013–2017,"Presque Isle city, Aroostook County, Maine",60825,003,23,0.4988,0.0452,ACS 5-year 2017 (B19083)
2017,2013–2017,"Reed plantation, Aroostook County, Maine",62400,003,23,0.4528,0.0870,ACS 5-year 2017 (B19083)
2017,2013–2017,"St. Francis town, Aroostook County, Maine",65025,003,23,0.4527,0.0567,ACS 5-year 2017 (B19083)
2017,2013–2017,"Bancroft town, Aroostook County, Maine",02760,003,23,0.4077,0.1475,ACS 5-year 2017 (B19083)
2017,2013–2017,"Blaine town, Aroostook County, Maine",05385,003,23,0.3824,0.0586,ACS 5-year 2017 (B19083)
2017,2013–2017,"Caribou city, Aroostook County, Maine",10565,003,23,0.4682,0.0294,ACS 5-year 2017 (B19083)
2017,2013–2017,"Eagle Lake town, Aroostook County, Maine",19420,003,23,0.4795,0.0718,ACS 5-year 2017 (B19083)
2017,2013–2017,"East Central Washington UT, Washington County, Maine",19870,029,23,0.4899,0.1016,ACS 5-year 2017 (B19083)
2017,2013–2017,"Eastport city, Washington County, Maine",21730,029,23,0.5168,0.0822,ACS 5-year 2017 (B19083)
2017,2013–2017,"Pembroke town, Washington County, Maine",57780,029,23,0.4079,0.0301,ACS 5-year 2017 (B19083)
2017,2013–2017,"Alexander town, Washington County, Maine",00660,029,23,0.3802,0.0471,ACS 5-year 2017 (B19083)
2017,2013–2017,"Columbia Falls town, Washington County, Maine",13820,029,23,0.3480,0.0475,ACS 5-year 2017 (B19083)
2017,2013–2017,"Deblois town, Washington County, Maine",16865,029,23,0.2283,0.0924,ACS 5-year 2017 (B19083)
2017,2013–2017,"Grand Lake Stream plantation, Washington County, Maine",28660,029,23,0.3866,0.1128,ACS 5-year 2017 (B19083)
2017,2013–2017,"Whiting town, Washington County, Maine",85185,029,23,0.3836,0.0337,ACS 5-year 2017 (B19083)
2017,2013–2017,"Baileyville town, Washington County, Maine",02480,029,23,0.3871,0.0375,ACS 5-year 2017 (B19083)
2017,2013–2017,"Beals town, Washington County, Maine",03670,029,23,0.4690,0.0803,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cooper town, Washington County, Maine",14100,029,23,0.4062,0.0591,ACS 5-year 2017 (B19083)
2017,2013–2017,"East Machias town, Washington County, Maine",20960,029,23,0.4132,0.0365,ACS 5-year 2017 (B19083)
2017,2013–2017,"Jonesport town, Washington County, Maine",36010,029,23,0.4434,0.0733,ACS 5-year 2017 (B19083)
2017,2013–2017,"Machiasport town, Washington County, Maine",42100,029,23,0.4196,0.0603,ACS 5-year 2017 (B19083)
2017,2013–2017,"Northfield town, Washington County, Maine",51375,029,23,0.3875,0.1200,ACS 5-year 2017 (B19083)
2017,2013–2017,"Princeton town, Washington County, Maine",61035,029,23,0.3985,0.0472,ACS 5-year 2017 (B19083)
2017,2013–2017,"Steuben town, Washington County, Maine",74125,029,23,0.4406,0.0409,ACS 5-year 2017 (B19083)
2017,2013–2017,"Talmadge town, Washington County, Maine",75770,029,23,0.2712,0.0794,ACS 5-year 2017 (B19083)
2017,2013–2017,"Calais city, Washington County, Maine",09585,029,23,0.5936,0.1639,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cherryfield town, Washington County, Maine",12455,029,23,0.4545,0.0527,ACS 5-year 2017 (B19083)
2017,2013–2017,"Columbia town, Washington County, Maine",13750,029,23,0.5087,0.1458,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cutler town, Washington County, Maine",15920,029,23,0.4309,0.1288,ACS 5-year 2017 (B19083)
2017,2013–2017,"Dennysville town, Washington County, Maine",17355,029,23,0.4426,0.0438,ACS 5-year 2017 (B19083)
2017,2013–2017,"Jonesboro town, Washington County, Maine",35905,029,23,0.3575,0.0440,ACS 5-year 2017 (B19083)
2017,2013–2017,"Vanceboro town, Washington County, Maine",78675,029,23,0.3432,0.0476,ACS 5-year 2017 (B19083)
2017,2013–2017,"Waite town, Washington County, Maine",79375,029,23,0.3243,0.1115,ACS 5-year 2017 (B19083)
2017,2013–2017,"Wesley town, Washington County, Maine",81685,029,23,0.4117,0.0817,ACS 5-year 2017 (B19083)
2017,2013–2017,"Baring plantation, Washington County, Maine",02970,029,23,0.3310,0.0578,ACS 5-year 2017 (B19083)
2017,2013–2017,"Codyville plantation, Washington County, Maine",13610,029,23,0.2697,0.2021,ACS 5-year 2017 (B19083)
2017,2013–2017,"Crawford town, Washington County, Maine",14940,029,23,0.4345,0.1403,ACS 5-year 2017 (B19083)
2017,2013–2017,"Harrington town, Washington County, Maine",31530,029,23,0.3664,0.0403,ACS 5-year 2017 (B19083)
2017,2013–2017,"Machias town, Washington County, Maine",41960,029,23,0.4623,0.0312,ACS 5-year 2017 (B19083)
2017,2013–2017,"Marshfield town, Washington County, Maine",43640,029,23,0.3719,0.0451,ACS 5-year 2017 (B19083)
2017,2013–2017,"Perry town, Washington County, Maine",58165,029,23,0.4006,0.0411,ACS 5-year 2017 (B19083)
2017,2013–2017,"Lubec town, Washington County, Maine",41610,029,23,0.4287,0.0440,ACS 5-year 2017 (B19083)
2017,2013–2017,"North Washington UT, Washington County, Maine",53500,029,23,0.3814,0.0620,ACS 5-year 2017 (B19083)
2017,2013–2017,"Passamaquoddy Pleasant Point Reservation, Washington County, Maine",57090,029,23,0.4882,0.0851,ACS 5-year 2017 (B19083)
2017,2013–2017,"Whitneyville town, Washington County, Maine",85290,029,23,0.3618,0.0784,ACS 5-year 2017 (B19083)
2017,2013–2017,"Topsfield town, Washington County, Maine",76895,029,23,0.3450,0.0790,ACS 5-year 2017 (B19083)
2017,2013–2017,"Charlotte town, Washington County, Maine",12175,029,23,0.4244,0.1051,ACS 5-year 2017 (B19083)
2017,2013–2017,"Danforth town, Washington County, Maine",16410,029,23,0.3343,0.0447,ACS 5-year 2017 (B19083)
2017,2013–2017,"Milbridge town, Washington County, Maine",45600,029,23,0.4432,0.0516,ACS 5-year 2017 (B19083)
2017,2013–2017,"Robbinston town, Washington County, Maine",63275,029,23,0.4493,0.1194,ACS 5-year 2017 (B19083)
2017,2013–2017,"Meddybemps town, Washington County, Maine",44760,029,23,0.3624,0.0716,ACS 5-year 2017 (B19083)
2017,2013–2017,"Roque Bluffs town, Washington County, Maine",63940,029,23,0.4657,0.0760,ACS 5-year 2017 (B19083)
2017,2013–2017,"Passamaquoddy Indian Township Reservation, Washington County, Maine",57082,029,23,0.4570,0.0440,ACS 5-year 2017 (B19083)
2017,2013–2017,"Standish town, Cumberland County, Maine",73670,005,23,0.3744,0.0333,ACS 5-year 2017 (B19083)
2017,2013–2017,"Windham town, Cumberland County, Maine",86025,005,23,0.3798,0.0375,ACS 5-year 2017 (B19083)
2017,2013–2017,"North Yarmouth town, Cumberland County, Maine",53860,005,23,0.4109,0.0431,ACS 5-year 2017 (B19083)
2017,2013–2017,"Scarborough town, Cumberland County, Maine",66145,005,23,0.4107,0.0230,ACS 5-year 2017 (B19083)
2017,2013–2017,"Harrison town, Cumberland County, Maine",31600,005,23,0.4333,0.0473,ACS 5-year 2017 (B19083)
2017,2013–2017,"Cape Elizabeth town, Cumberland County, Maine",10180,005,23,0.4206,0.0319,ACS 5-year 2017 (B19083)
2017,2013–2017,"Long Island town, Cumberland County, Maine",41067,005,23,0.4945,0.0808,ACS 5-year 2017 (B19083)
2017,2013–2017,"Westbrook city, Cumberland County, Maine",82105,005,23,0.4368,0.0222,ACS 5-year 2017 (B19083)
2017,2013–2017,"Gray town, Cumberland County, Maine",28870,005,23,0.4095,0.0418,ACS 5-year 2017 (B19083)
2017,2013–2017,"Harpswell town, Cumberland County, Maine",31390,005,23,0.5064,0.0467,ACS 5-year 2017 (B19083)
2017,2013–2017,"Portland city, Cumberland County, Maine",60545,005,23,0.4706,0.0116,ACS 5-year 2017 (B19083)
2017,2013–2017,"Peru town, Oxford County, Maine",58270,017,23,0.3864,0.0361,ACS 5-year 2017 (B19083)
