year,year_range,name,county_subdivision,county,state,gini,moe,source
2014,2010–2014,"Dyer Brook town, Aroostook County, Maine",19210,003,23,0.3789,0.0684,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mapleton town, Aroostook County, Maine",43255,003,23,0.4016,0.0450,ACS 5-year 2014 (B19083)
2014,2010–2014,"Nashville plantation, Aroostook County, Maine",48120,003,23,0.4114,0.1148,ACS 5-year 2014 (B19083)
2014,2010–2014,"Oxbow plantation, Aroostook County, Maine",56205,003,23,0.2590,0.0856,ACS 5-year 2014 (B19083)
2014,2010–2014,"Grand Isle town, Aroostook County, Maine",28590,003,23,0.4128,0.0351,ACS 5-year 2014 (B19083)
2014,2010–2014,"Monticello town, Aroostook County, Maine",46685,003,23,0.3616,0.0447,ACS 5-year 2014 (B19083)
2014,2010–2014,"St. Agatha town, Aroostook County, Maine",64780,003,23,0.3960,0.0340,ACS 5-year 2014 (B19083)
2014,2010–2014,"Stockholm town, Aroostook County, Maine",74405,003,23,0.4542,0.0520,ACS 5-year 2014 (B19083)
2014,2010–2014,"Wallagrass town, Aroostook County, Maine",79865,003,23,0.4023,0.0471,ACS 5-year 2014 (B19083)
2014,2010–2014,"Allagash town, Aroostook County, Maine",00800,003,23,0.3983,0.0548,ACS 5-year 2014 (B19083)
2014,2010–2014,"New Sweden town, Aroostook County, Maine",49415,003,23,0.4061,0.0373,ACS 5-year 2014 (B19083)
2014,2010–2014,"Island Falls town, Aroostook County, Maine",35065,003,23,0.4164,0.0553,ACS 5-year 2014 (B19083)
2014,2010–2014,"Littleton town, Aroostook County, Maine",40595,003,23,0.3455,0.0400,ACS 5-year 2014 (B19083)
2014,2010–2014,"Masardis town, Aroostook County, Maine",43990,003,23,0.3680,0.0494,ACS 5-year 2014 (B19083)
2014,2010–2014,"Portage Lake town, Aroostook County, Maine",60300,003,23,0.3721,0.0410,ACS 5-year 2014 (B19083)
2014,2010–2014,"Presque Isle city, Aroostook County, Maine",60825,003,23,0.4618,0.0498,ACS 5-year 2014 (B19083)
2014,2010–2014,"Reed plantation, Aroostook County, Maine",62400,003,23,0.3088,0.0516,ACS 5-year 2014 (B19083)
2014,2010–2014,"St. Francis town, Aroostook County, Maine",65025,003,23,0.4925,0.0548,ACS 5-year 2014 (B19083)
2014,2010–2014,"Bancroft town, Aroostook County, Maine",02760,003,23,0.3602,0.0827,ACS 5-year 2014 (B19083)
2014,2010–2014,"Blaine town, Aroostook County, Maine",05385,003,23,0.3518,0.0408,ACS 5-year 2014 (B19083)
2014,2010–2014,"Caribou city, Aroostook County, Maine",10565,003,23,0.4927,0.0343,ACS 5-year 2014 (B19083)
2014,2010–2014,"Eagle Lake town, Aroostook County, Maine",19420,003,23,0.4602,0.0349,ACS 5-year 2014 (B19083)
2014,2010–2014,"Cary plantation, Aroostook County, Maine",11020,003,23,0.4390,0.0904,ACS 5-year 2014 (B19083)
2014,2010–2014,"Castle Hill town, Aroostook County, Maine",11300,003,23,0.3281,0.0462,ACS 5-year 2014 (B19083)
2014,2010–2014,"Connor UT, Aroostook County, Maine",13900,003,23,0.4154,0.0752,ACS 5-year 2014 (B19083)
2014,2010–2014,"Fort Fairfield town, Aroostook County, Maine",25615,003,23,0.5247,0.0656,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hodgdon town, Aroostook County, Maine",33385,003,23,0.4208,0.0402,ACS 5-year 2014 (B19083)
2014,2010–2014,"Houlton town, Aroostook County, Maine",33980,003,23,0.4356,0.0273,ACS 5-year 2014 (B19083)
2014,2010–2014,"Oakfield town, Aroostook County, Maine",54385,003,23,0.4040,0.0499,ACS 5-year 2014 (B19083)
2014,2010–2014,"Van Buren town, Aroostook County, Maine",78570,003,23,0.4759,0.0290,ACS 5-year 2014 (B19083)
2014,2010–2014,"Westmanland town, Aroostook County, Maine",83540,003,23,0.3928,0.1184,ACS 5-year 2014 (B19083)
2014,2010–2014,"Woodland town, Aroostook County, Maine",87215,003,23,0.4171,0.0716,ACS 5-year 2014 (B19083)
2014,2010–2014,"Chapman town, Aroostook County, Maine",12000,003,23,0.3239,0.0545,ACS 5-year 2014 (B19083)
2014,2010–2014,"Ludlow town, Aroostook County, Maine",41715,003,23,0.3571,0.0498,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sherman town, Aroostook County, Maine",67790,003,23,0.3863,0.0349,ACS 5-year 2014 (B19083)
2014,2010–2014,"Pownal town, Cumberland County, Maine",60685,005,23,0.3712,0.0431,ACS 5-year 2014 (B19083)
2014,2010–2014,"Easton town, Aroostook County, Maine",21380,003,23,0.4513,0.0458,ACS 5-year 2014 (B19083)
2014,2010–2014,"Yarmouth town, Cumberland County, Maine",87845,005,23,0.4794,0.0432,ACS 5-year 2014 (B19083)
2014,2010–2014,"Freeport town, Cumberland County, Maine",26525,005,23,0.4418,0.0345,ACS 5-year 2014 (B19083)
2014,2010–2014,"New Gloucester town, Cumberland County, Maine",48820,005,23,0.3622,0.0327,ACS 5-year 2014 (B19083)
2014,2010–2014,"Glenwood plantation, Aroostook County, Maine",27855,003,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hamlin town, Aroostook County, Maine",30690,003,23,0.3613,0.1090,ACS 5-year 2014 (B19083)
2014,2010–2014,"New Portland town, Somerset County, Maine",49205,025,23,0.3742,0.0431,ACS 5-year 2014 (B19083)
2014,2010–2014,"Palmyra town, Somerset County, Maine",56520,025,23,0.4008,0.0430,ACS 5-year 2014 (B19083)
2014,2010–2014,"Embden town, Somerset County, Maine",23410,025,23,0.4555,0.0910,ACS 5-year 2014 (B19083)
2014,2010–2014,"Northwest Somerset UT, Somerset County, Maine",53636,025,23,0.0404,0.0315,ACS 5-year 2014 (B19083)
2014,2010–2014,"St. Albans town, Somerset County, Maine",64850,025,23,0.3711,0.0411,ACS 5-year 2014 (B19083)
2014,2010–2014,"Madison town, Somerset County, Maine",42660,025,23,0.4540,0.0575,ACS 5-year 2014 (B19083)
2014,2010–2014,"Anson town, Somerset County, Maine",01395,025,23,0.3913,0.0386,ACS 5-year 2014 (B19083)
2014,2010–2014,"Dennistown plantation, Somerset County, Maine",17285,025,23,0.0578,0.0189,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hartland town, Somerset County, Maine",31740,025,23,0.4607,0.0341,ACS 5-year 2014 (B19083)
2014,2010–2014,"Moscow town, Somerset County, Maine",47455,025,23,0.3670,0.0470,ACS 5-year 2014 (B19083)
2014,2010–2014,"Seboomook Lake UT, Somerset County, Maine",67238,025,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"Gouldsboro town, Hancock County, Maine",28450,009,23,0.4350,0.0519,ACS 5-year 2014 (B19083)
2014,2010–2014,"Northwest Hancock UT, Hancock County, Maine",53620,009,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"Deer Isle town, Hancock County, Maine",17145,009,23,0.4717,0.0378,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hancock town, Hancock County, Maine",30970,009,23,0.4279,0.0432,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sorrento town, Hancock County, Maine",69750,009,23,0.4078,0.1218,ACS 5-year 2014 (B19083)
2014,2010–2014,"Stonington town, Hancock County, Maine",74580,009,23,0.4528,0.0419,ACS 5-year 2014 (B19083)
2014,2010–2014,"Swans Island town, Hancock County, Maine",75455,009,23,0.4263,0.0661,ACS 5-year 2014 (B19083)
2014,2010–2014,"Aurora town, Hancock County, Maine",02165,009,23,0.3933,0.0987,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sedgwick town, Hancock County, Maine",67300,009,23,0.4519,0.0347,ACS 5-year 2014 (B19083)
2014,2010–2014,"Tremont town, Hancock County, Maine",77345,009,23,0.4501,0.0522,ACS 5-year 2014 (B19083)
2014,2010–2014,"Brooksville town, Hancock County, Maine",07975,009,23,0.4144,0.0467,ACS 5-year 2014 (B19083)
2014,2010–2014,"Castine town, Hancock County, Maine",11265,009,23,0.5071,0.0815,ACS 5-year 2014 (B19083)
2014,2010–2014,"Surry town, Hancock County, Maine",75280,009,23,0.4183,0.0388,ACS 5-year 2014 (B19083)
2014,2010–2014,"Franklin town, Hancock County, Maine",26350,009,23,0.3501,0.0327,ACS 5-year 2014 (B19083)
2014,2010–2014,"Bar Harbor town, Hancock County, Maine",02865,009,23,0.4407,0.0497,ACS 5-year 2014 (B19083)
2014,2010–2014,"East Hancock UT, Hancock County, Maine",20405,009,23,0.2648,0.0641,ACS 5-year 2014 (B19083)
2014,2010–2014,"Ellsworth city, Hancock County, Maine",23200,009,23,0.4547,0.0441,ACS 5-year 2014 (B19083)
2014,2010–2014,"Brooklin town, Hancock County, Maine",07800,009,23,0.4952,0.0677,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mariaville town, Hancock County, Maine",43430,009,23,0.3387,0.0458,ACS 5-year 2014 (B19083)
2014,2010–2014,"Blue Hill town, Hancock County, Maine",05700,009,23,0.5424,0.0869,ACS 5-year 2014 (B19083)
2014,2010–2014,"Twombly Ridge UT, Penobscot County, Maine",78015,019,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"Dover-Foxcroft town, Piscataquis County, Maine",18195,021,23,0.4612,0.0885,ACS 5-year 2014 (B19083)
2014,2010–2014,"Penobscot Indian Island Reservation, Penobscot County, Maine",57936,019,23,0.4673,0.0408,ACS 5-year 2014 (B19083)
2014,2010–2014,"Marshall Island UT, Hancock County, Maine",43578,009,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sanford city, York County, Maine",65725,031,23,0.4413,0.0290,ACS 5-year 2014 (B19083)
2014,2010–2014,"Greenville town, Piscataquis County, Maine",29535,021,23,0.4577,0.0692,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lake View plantation, Piscataquis County, Maine",37970,021,23,0.4294,0.1045,ACS 5-year 2014 (B19083)
2014,2010–2014,"Southeast Piscataquis UT, Piscataquis County, Maine",70655,021,23,0.4528,0.0613,ACS 5-year 2014 (B19083)
2014,2010–2014,"Wellington town, Piscataquis County, Maine",81405,021,23,0.5616,0.1452,ACS 5-year 2014 (B19083)
2014,2010–2014,"Monson town, Piscataquis County, Maine",46580,021,23,0.3968,0.0230,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sebec town, Piscataquis County, Maine",66950,021,23,0.4267,0.0633,ACS 5-year 2014 (B19083)
2014,2010–2014,"Minot town, Androscoggin County, Maine",46160,001,23,0.4630,0.1205,ACS 5-year 2014 (B19083)
2014,2010–2014,"Livermore town, Androscoggin County, Maine",40665,001,23,0.3533,0.0320,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sabattus town, Androscoggin County, Maine",64570,001,23,0.3297,0.0315,ACS 5-year 2014 (B19083)
2014,2010–2014,"Wales town, Androscoggin County, Maine",79585,001,23,0.3455,0.0412,ACS 5-year 2014 (B19083)
2014,2010–2014,"Auburn city, Androscoggin County, Maine",02060,001,23,0.4670,0.0411,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lewiston city, Androscoggin County, Maine",38740,001,23,0.4608,0.0240,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lisbon town, Androscoggin County, Maine",40035,001,23,0.3720,0.0216,ACS 5-year 2014 (B19083)
2014,2010–2014,"Turner town, Androscoggin County, Maine",77800,001,23,0.4145,0.0399,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mechanic Falls town, Androscoggin County, Maine",44585,001,23,0.3909,0.0473,ACS 5-year 2014 (B19083)
2014,2010–2014,"Livermore Falls town, Androscoggin County, Maine",40770,001,23,0.3866,0.0438,ACS 5-year 2014 (B19083)
2014,2010–2014,"Oxford town, Oxford County, Maine",56310,017,23,0.3744,0.0399,ACS 5-year 2014 (B19083)
2014,2010–2014,"Rumford town, Oxford County, Maine",64290,017,23,0.4437,0.0353,ACS 5-year 2014 (B19083)
2014,2010–2014,"South Oxford UT, Oxford County, Maine",71755,017,23,0.3832,0.0557,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lovell town, Oxford County, Maine",41365,017,23,0.3370,0.0466,ACS 5-year 2014 (B19083)
2014,2010–2014,"Roxbury town, Oxford County, Maine",64185,017,23,0.4006,0.0499,ACS 5-year 2014 (B19083)
2014,2010–2014,"Upton town, Oxford County, Maine",78465,017,23,0.4746,0.1570,ACS 5-year 2014 (B19083)
2014,2010–2014,"Woodstock town, Oxford County, Maine",87355,017,23,0.4210,0.0353,ACS 5-year 2014 (B19083)
2014,2010–2014,"Brownfield town, Oxford County, Maine",08150,017,23,0.3781,0.0467,ACS 5-year 2014 (B19083)
2014,2010–2014,"Andover town, Oxford County, Maine",01325,017,23,0.3274,0.0567,ACS 5-year 2014 (B19083)
2014,2010–2014,"Dixfield town, Oxford County, Maine",17740,017,23,0.4331,0.0440,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mexico town, Oxford County, Maine",45285,017,23,0.4797,0.0565,ACS 5-year 2014 (B19083)
2014,2010–2014,"Otisfield town, Oxford County, Maine",55960,017,23,0.3345,0.0402,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hebron town, Oxford County, Maine",32370,017,23,0.3616,0.0357,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hiram town, Oxford County, Maine",33315,017,23,0.4120,0.0291,ACS 5-year 2014 (B19083)
2014,2010–2014,"Stow town, Oxford County, Maine",74685,017,23,0.3700,0.0453,ACS 5-year 2014 (B19083)
2014,2010–2014,"Greenwood town, Oxford County, Maine",29710,017,23,0.3997,0.0526,ACS 5-year 2014 (B19083)
2014,2010–2014,"Porter town, Oxford County, Maine",60405,017,23,0.3777,0.0375,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lincoln plantation, Oxford County, Maine",39422,017,23,0.3079,0.0821,ACS 5-year 2014 (B19083)
2014,2010–2014,"Denmark town, Oxford County, Maine",17250,017,23,0.3901,0.0438,ACS 5-year 2014 (B19083)
2014,2010–2014,"Bremen town, Lincoln County, Maine",06855,015,23,0.4074,0.0977,ACS 5-year 2014 (B19083)
2014,2010–2014,"Canton town, Oxford County, Maine",10005,017,23,0.3626,0.0464,ACS 5-year 2014 (B19083)
2014,2010–2014,"Newry town, Oxford County, Maine",49275,017,23,0.3862,0.0340,ACS 5-year 2014 (B19083)
2014,2010–2014,"Chebeague Island town, Cumberland County, Maine",12300,005,23,0.5056,0.0794,ACS 5-year 2014 (B19083)
2014,2010–2014,"Newburgh town, Penobscot County, Maine",48505,019,23,0.3727,0.0409,ACS 5-year 2014 (B19083)
2014,2010–2014,"Newport town, Penobscot County, Maine",49065,019,23,0.5156,0.0770,ACS 5-year 2014 (B19083)
2014,2010–2014,"Orrington town, Penobscot County, Maine",55680,019,23,0.3407,0.0384,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lakeville town, Penobscot County, Maine",38005,019,23,0.5670,0.0956,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lowell town, Penobscot County, Maine",41435,019,23,0.3623,0.0406,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mount Chase town, Penobscot County, Maine",47560,019,23,0.5242,0.1323,ACS 5-year 2014 (B19083)
2014,2010–2014,"Passadumkeag town, Penobscot County, Maine",57045,019,23,0.4209,0.0517,ACS 5-year 2014 (B19083)
2014,2010–2014,"Seboeis plantation, Penobscot County, Maine",67160,019,23,0.3335,0.0878,ACS 5-year 2014 (B19083)
2014,2010–2014,"Springfield town, Penobscot County, Maine",73250,019,23,0.3399,0.0379,ACS 5-year 2014 (B19083)
2014,2010–2014,"Bradley town, Penobscot County, Maine",06680,019,23,0.4837,0.1163,ACS 5-year 2014 (B19083)
2014,2010–2014,"Charleston town, Penobscot County, Maine",12105,019,23,0.3932,0.0462,ACS 5-year 2014 (B19083)
2014,2010–2014,"Corinth town, Penobscot County, Maine",14380,019,23,0.3737,0.0385,ACS 5-year 2014 (B19083)
2014,2010–2014,"Carroll plantation, Penobscot County, Maine",10810,019,23,0.3769,0.0679,ACS 5-year 2014 (B19083)
2014,2010–2014,"Clifton town, Penobscot County, Maine",13365,019,23,0.4008,0.0530,ACS 5-year 2014 (B19083)
2014,2010–2014,"Garland town, Penobscot County, Maine",27190,019,23,0.4291,0.0447,ACS 5-year 2014 (B19083)
2014,2010–2014,"Stetson town, Penobscot County, Maine",74055,019,23,0.3891,0.0476,ACS 5-year 2014 (B19083)
2014,2010–2014,"Carmel town, Penobscot County, Maine",10670,019,23,0.3208,0.0348,ACS 5-year 2014 (B19083)
2014,2010–2014,"Woodville town, Penobscot County, Maine",87390,019,23,0.3772,0.0659,ACS 5-year 2014 (B19083)
2014,2010–2014,"Chester town, Penobscot County, Maine",12525,019,23,0.4335,0.0445,ACS 5-year 2014 (B19083)
2014,2010–2014,"Stacyville town, Penobscot County, Maine",73600,019,23,0.4237,0.0513,ACS 5-year 2014 (B19083)
2014,2010–2014,"Argyle UT, Penobscot County, Maine",01500,019,23,0.4139,0.0604,ACS 5-year 2014 (B19083)
2014,2010–2014,"Kingman UT, Penobscot County, Maine",37075,019,23,0.3533,0.0810,ACS 5-year 2014 (B19083)
2014,2010–2014,"Northeast Piscataquis UT, Piscataquis County, Maine",51105,021,23,0.4021,0.1176,ACS 5-year 2014 (B19083)
2014,2010–2014,"Atkinson town, Piscataquis County, Maine",01920,021,23,0.3802,0.0565,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sangerville town, Piscataquis County, Maine",65865,021,23,0.4232,0.0353,ACS 5-year 2014 (B19083)
2014,2010–2014,"Shirley town, Piscataquis County, Maine",68140,021,23,0.3994,0.0582,ACS 5-year 2014 (B19083)
2014,2010–2014,"Guilford town, Piscataquis County, Maine",30095,021,23,0.4239,0.0651,ACS 5-year 2014 (B19083)
2014,2010–2014,"Northwest Piscataquis UT, Piscataquis County, Maine",53628,021,23,0.2844,0.0570,ACS 5-year 2014 (B19083)
2014,2010–2014,"Abbot town, Piscataquis County, Maine",00100,021,23,0.4211,0.0575,ACS 5-year 2014 (B19083)
2014,2010–2014,"Bowerbank town, Piscataquis County, Maine",06400,021,23,0.4108,0.0755,ACS 5-year 2014 (B19083)
2014,2010–2014,"Medford town, Piscataquis County, Maine",44830,021,23,0.3491,0.0554,ACS 5-year 2014 (B19083)
2014,2010–2014,"Willimantic town, Piscataquis County, Maine",85710,021,23,0.5590,0.1565,ACS 5-year 2014 (B19083)
2014,2010–2014,"Brownville town, Piscataquis County, Maine",08325,021,23,0.3550,0.0359,ACS 5-year 2014 (B19083)
2014,2010–2014,"Winterville plantation, Aroostook County, Maine",86865,003,23,0.4201,0.0789,ACS 5-year 2014 (B19083)
2014,2010–2014,"Ashland town, Aroostook County, Maine",01710,003,23,0.4091,0.0372,ACS 5-year 2014 (B19083)
2014,2010–2014,"Garfield plantation, Aroostook County, Maine",27120,003,23,0.2471,0.0488,ACS 5-year 2014 (B19083)
2014,2010–2014,"Linneus town, Aroostook County, Maine",39965,003,23,0.4213,0.0379,ACS 5-year 2014 (B19083)
2014,2010–2014,"Square Lake UT, Aroostook County, Maine",73472,003,23,0.3839,0.0515,ACS 5-year 2014 (B19083)
2014,2010–2014,"Central Aroostook UT, Aroostook County, Maine",11785,003,23,0.3755,0.1036,ACS 5-year 2014 (B19083)
2014,2010–2014,"Frenchville town, Aroostook County, Maine",26735,003,23,0.3707,0.0401,ACS 5-year 2014 (B19083)
2014,2010–2014,"Madawaska town, Aroostook County, Maine",42520,003,23,0.3577,0.0295,ACS 5-year 2014 (B19083)
2014,2010–2014,"Calais city, Washington County, Maine",09585,029,23,0.4340,0.0447,ACS 5-year 2014 (B19083)
2014,2010–2014,"Cherryfield town, Washington County, Maine",12455,029,23,0.3898,0.0516,ACS 5-year 2014 (B19083)
2014,2010–2014,"Columbia town, Washington County, Maine",13750,029,23,0.4658,0.0982,ACS 5-year 2014 (B19083)
2014,2010–2014,"Caratunk town, Somerset County, Maine",10495,025,23,0.3764,0.1416,ACS 5-year 2014 (B19083)
2014,2010–2014,"Canaan town, Somerset County, Maine",09935,025,23,0.4110,0.0331,ACS 5-year 2014 (B19083)
2014,2010–2014,"Central Somerset UT, Somerset County, Maine",11820,025,23,0.4041,0.0602,ACS 5-year 2014 (B19083)
2014,2010–2014,"Moose River town, Somerset County, Maine",47140,025,23,0.3907,0.0487,ACS 5-year 2014 (B19083)
2014,2010–2014,"Harmony town, Somerset County, Maine",31355,025,23,0.4516,0.0693,ACS 5-year 2014 (B19083)
2014,2010–2014,"Pittsfield town, Somerset County, Maine",59005,025,23,0.4094,0.0795,ACS 5-year 2014 (B19083)
2014,2010–2014,"Detroit town, Somerset County, Maine",17460,025,23,0.4246,0.0410,ACS 5-year 2014 (B19083)
2014,2010–2014,"Athens town, Somerset County, Maine",01885,025,23,0.4096,0.0439,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mercer town, Somerset County, Maine",45110,025,23,0.3803,0.0604,ACS 5-year 2014 (B19083)
2014,2010–2014,"Norridgewock town, Somerset County, Maine",49835,025,23,0.4065,0.0466,ACS 5-year 2014 (B19083)
2014,2010–2014,"Northeast Somerset UT, Somerset County, Maine",51114,025,23,0.3794,0.0648,ACS 5-year 2014 (B19083)
2014,2010–2014,"Ripley town, Somerset County, Maine",62995,025,23,0.3742,0.0437,ACS 5-year 2014 (B19083)
2014,2010–2014,"Cornville town, Somerset County, Maine",14555,025,23,0.3665,0.0352,ACS 5-year 2014 (B19083)
2014,2010–2014,"Starks town, Somerset County, Maine",73845,025,23,0.4445,0.0367,ACS 5-year 2014 (B19083)
2014,2010–2014,"The Forks plantation, Somerset County, Maine",76190,025,23,0.5306,0.1628,ACS 5-year 2014 (B19083)
2014,2010–2014,"Cambridge town, Somerset County, Maine",09655,025,23,0.4294,0.0558,ACS 5-year 2014 (B19083)
2014,2010–2014,"Highland plantation, Somerset County, Maine",32895,025,23,0.4290,0.0635,ACS 5-year 2014 (B19083)
2014,2010–2014,"Jackman town, Somerset County, Maine",35345,025,23,0.3815,0.0459,ACS 5-year 2014 (B19083)
2014,2010–2014,"Skowhegan town, Somerset County, Maine",68910,025,23,0.4894,0.0418,ACS 5-year 2014 (B19083)
2014,2010–2014,"Solon town, Somerset County, Maine",69505,025,23,0.3914,0.0422,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lee town, Penobscot County, Maine",38530,019,23,0.4519,0.0796,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hudson town, Penobscot County, Maine",34365,019,23,0.4011,0.0409,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hampden town, Penobscot County, Maine",30795,019,23,0.3490,0.0350,ACS 5-year 2014 (B19083)
2014,2010–2014,"Millinocket town, Penobscot County, Maine",45810,019,23,0.3834,0.0399,ACS 5-year 2014 (B19083)
2014,2010–2014,"Orono town, Penobscot County, Maine",55565,019,23,0.5098,0.0252,ACS 5-year 2014 (B19083)
2014,2010–2014,"Whitney UT, Penobscot County, Maine",85230,019,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"North Penobscot UT, Penobscot County, Maine",52710,019,23,0.4087,0.0777,ACS 5-year 2014 (B19083)
2014,2010–2014,"Prentiss UT, Penobscot County, Maine",60790,019,23,0.3902,0.0546,ACS 5-year 2014 (B19083)
2014,2010–2014,"Alton town, Penobscot County, Maine",01115,019,23,0.3344,0.0267,ACS 5-year 2014 (B19083)
2014,2010–2014,"Bangor city, Penobscot County, Maine",02795,019,23,0.4810,0.0206,ACS 5-year 2014 (B19083)
2014,2010–2014,"Edinburg town, Penobscot County, Maine",22710,019,23,0.3981,0.0764,ACS 5-year 2014 (B19083)
2014,2010–2014,"Enfield town, Penobscot County, Maine",23620,019,23,0.3231,0.0314,ACS 5-year 2014 (B19083)
2014,2010–2014,"Greenbush town, Penobscot County, Maine",29185,019,23,0.3554,0.0365,ACS 5-year 2014 (B19083)
2014,2010–2014,"Etna town, Penobscot County, Maine",23865,019,23,0.3253,0.0393,ACS 5-year 2014 (B19083)
2014,2010–2014,"Exeter town, Penobscot County, Maine",24110,019,23,0.3901,0.0273,ACS 5-year 2014 (B19083)
2014,2010–2014,"Plymouth town, Penobscot County, Maine",59950,019,23,0.3822,0.0380,ACS 5-year 2014 (B19083)
2014,2010–2014,"Webster plantation, Penobscot County, Maine",81055,019,23,0.4326,0.1422,ACS 5-year 2014 (B19083)
2014,2010–2014,"Lagrange town, Penobscot County, Maine",37760,019,23,0.4036,0.0508,ACS 5-year 2014 (B19083)
2014,2010–2014,"Mattawamkeag town, Penobscot County, Maine",44270,019,23,0.4246,0.0468,ACS 5-year 2014 (B19083)
2014,2010–2014,"Eddington town, Penobscot County, Maine",22535,019,23,0.3357,0.0318,ACS 5-year 2014 (B19083)
2014,2010–2014,"Dixmont town, Penobscot County, Maine",17950,019,23,0.4229,0.0467,ACS 5-year 2014 (B19083)
2014,2010–2014,"East Central Penobscot UT, Penobscot County, Maine",19868,019,23,0.3415,0.0489,ACS 5-year 2014 (B19083)
2014,2010–2014,"Hermon town, Penobscot County, Maine",32510,019,23,0.3331,0.0358,ACS 5-year 2014 (B19083)
2014,2010–2014,"Levant town, Penobscot County, Maine",38705,019,23,0.3747,0.0355,ACS 5-year 2014 (B19083)
2014,2010–2014,"Maxfield town, Penobscot County, Maine",44340,019,23,0.4093,0.0808,ACS 5-year 2014 (B19083)
2014,2010–2014,"Old Town city, Penobscot County, Maine",55225,019,23,0.4320,0.0266,ACS 5-year 2014 (B19083)
2014,2010–2014,"Glenburn town, Penobscot County, Maine",27645,019,23,0.4504,0.0592,ACS 5-year 2014 (B19083)
2014,2010–2014,"Cutler town, Washington County, Maine",15920,029,23,0.3607,0.0494,ACS 5-year 2014 (B19083)
2014,2010–2014,"Dennysville town, Washington County, Maine",17355,029,23,0.4664,0.0415,ACS 5-year 2014 (B19083)
2014,2010–2014,"Vanceboro town, Washington County, Maine",78675,029,23,0.4563,0.0683,ACS 5-year 2014 (B19083)
2014,2010–2014,"Waite town, Washington County, Maine",79375,029,23,0.3457,0.0700,ACS 5-year 2014 (B19083)
2014,2010–2014,"Wesley town, Washington County, Maine",81685,029,23,0.4178,0.1053,ACS 5-year 2014 (B19083)
2014,2010–2014,"Codyville plantation, Washington County, Maine",13610,029,23,0.2866,0.2845,ACS 5-year 2014 (B19083)
2014,2010–2014,"Topsham town, Sagadahoc County, Maine",76960,023,23,0.3971,0.0443,ACS 5-year 2014 (B19083)
2014,2010–2014,"West Bath town, Sagadahoc County, Maine",81930,023,23,0.4343,0.0718,ACS 5-year 2014 (B19083)
2014,2010–2014,"Perkins UT, Sagadahoc County, Maine",58070,023,23,-666666666.0000,-222222222.0000,ACS 5-year 2014 (B19083)
2014,2010–2014,"Georgetown town, Sagadahoc County, Maine",27295,023,23,0.4069,0.0436,ACS 5-year 2014 (B19083)
2014,2010–2014,"Arundel town, York County, Maine",01605,031,23,0.3937,0.0367,ACS 5-year 2014 (B19083)
2014,2010–2014,"Berwick town, York County, Maine",04720,031,23,0.3640,0.0351,ACS 5-year 2014 (B19083)
2014,2010–2014,"Cornish town, York County, Maine",14485,031,23,0.5018,0.0975,ACS 5-year 2014 (B19083)
2014,2010–2014,"Kittery town, York County, Maine",37270,031,23,0.3920,0.0285,ACS 5-year 2014 (B19083)
2014,2010–2014,"Falmouth town, Cumberland County, Maine",24495,005,23,0.4696,0.0488,ACS 5-year 2014 (B19083)
2014,2010–2014,"Gorham town, Cumberland County, Maine",28240,005,23,0.3890,0.0238,ACS 5-year 2014 (B19083)
2014,2010–2014,"Sebago town, Cumberland County, Maine",66775,005,23,0.3793,0.0450,ACS 5-year 2014 (B19083)
2014,2010–2014,"Baldwin town, Cumberland County, Maine",02655,005,23,0.3607,0.0323,ACS 5-year 2014 (B19083)
